Assuming rdf:type as type relation
Loading files... 
  Starting processed_triples1.txt
  Finished processed_triples1.txt, still running: 0
Loaded 8730 facts in 97 ms using -32 MB
Using Support as pruning metric with minimum threshold 1.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 64 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  n  ?b   => ?a  s  ?b	0.166666667	0.5	1	1	2	1	?a
?a  subdivision  ?b   => ?a  s  ?b	0.166666667	0.5	1	1	2	1	?a
?a  q  ?b   => ?a  s  ?b	0.166666667	1	1	1	1	1	?a
?a  wikt  ?b   => ?a  s  ?b	0.166666667	1	1	1	1	1	?a
?b  wikisource  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?b  publicwhip  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?b  wikiPageInterLanguageLink  ?a   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?b  commonName  ?a   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?b  capital  ?a   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?a  isPrimaryTopicOf  ?b   => ?a  primaryTopic  ?b	0.845070423	0.909090909	1	60	66	60	?a
?b  isPrimaryTopicOf  ?a   => ?a  primaryTopic  ?b	0.845070423	0.909090909	1	60	66	60	?a
?a  publicwhip  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?b  primaryTopic  ?a   => ?a  primaryTopic  ?b	1	1	1	71	71	71	?a
?a  commonName  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?a  capital  ?b   => ?a  primaryTopic  ?b	0.014084507	0.2	1	1	5	1	?a
?a  wikisource  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?a  wikiPageInterLanguageLink  ?b   => ?a  primaryTopic  ?b	0.014084507	1	1	1	1	1	?a
?b  title  ?a   => ?a  primaryTopic  ?b	0.014084507	0.015151515	0.25	1	66	4	?a
?a  name  ?b   => ?a  primaryTopic  ?b	0.042253521	0.04	0.75	3	75	4	?a
?b  rdf-schema#seeAlso  ?a   => ?a  primaryTopic  ?b	0.014084507	0.022222222	0.125	1	45	8	?a
?a  wikiPageRedirects  ?b   => ?a  primaryTopic  ?b	0.014084507	0.0015625	0.333333333	1	640	3	?a
?a  draftRound  ?b   => ?a  heightIn  ?b	0.333333333	1	1	1	1	1	?a
?b  birthPlace  ?a   => ?a  occupants  ?b	1	0.012195122	1	1	82	1	?a
?a  julPrecipitationDays  ?b   => ?a  junPrecipitationDays  ?b	1	1	1	1	1	1	?a
?a  activeYearsEndYear  ?b   => ?a  deathYear  ?b	0.428571429	0.272727273	0.5	3	11	6	?a
?b  succeeded  ?a   => ?a  predecessor  ?b	0.020408163	1	1	2	2	2	?a
?b  deputy  ?a   => ?a  predecessor  ?b	0.020408163	0.5	1	2	4	2	?a
?a  before  ?b   => ?a  predecessor  ?b	0.030612245	0.214285714	1	3	14	3	?a
?a  candidate  ?b   => ?a  predecessor  ?b	0.010204082	0.05	1	1	20	1	?a
?a  after  ?b   => ?a  predecessor  ?b	0.010204082	0.035714286	0.1	1	28	10	?a
?a  governor  ?b   => ?a  predecessor  ?b	0.020408163	0.055555556	0.166666667	2	36	12	?a
?b  after  ?a   => ?a  predecessor  ?b	0.102040816	0.357142857	0.666666667	10	28	15	?a
?a  father  ?b   => ?a  predecessor  ?b	0.010204082	0.142857143	0.333333333	1	7	3	?a
?a  1namedata  ?b   => ?a  predecessor  ?b	0.040816327	0.105263158	0.571428571	4	38	7	?a
?b  successor  ?a   => ?a  predecessor  ?b	0.408163265	0.459770115	0.526315789	40	87	76	?a
?a  successor  ?b   => ?a  predecessor  ?b	0.091836735	0.103448276	0.264705882	9	87	34	?a
?b  division  ?a   => ?a  owner  ?b	0.047619048	0.090909091	1	1	11	1	?a
?a  owners  ?b   => ?a  owner  ?b	0.095238095	0.4	1	2	5	2	?a
?b  location  ?a   => ?a  owner  ?b	0.047619048	0.00952381	1	1	105	1	?a
?a  ownerOper  ?b   => ?a  owner  ?b	0.095238095	1	1	2	2	2	?a
?a  operator  ?b   => ?a  owner  ?b	0.238095238	0.263157895	1	5	19	5	?a
?a  author  ?b   => ?a  owner  ?b	0.047619048	0.019607843	1	1	51	1	?a
?a  owningCompany  ?b   => ?a  owner  ?b	0.333333333	0.875	0.875	7	8	8	?a
?a  heightIn  ?b   => ?a  draftRound  ?b	1	0.333333333	1	1	3	1	?a
?a  fleet  ?b   => ?a  vehiclesInFleet  ?b	1	1	1	1	1	1	?a
?a  keyPeople  ?b   => ?a  keyPerson  ?b	0.444444444	1	1	4	4	4	?b
?b  knownFor  ?a   => ?a  keyPerson  ?b	0.111111111	0.023809524	0.25	1	42	4	?b
?b  capital  ?a   => ?a  capital  ?b	0.2	0.2	1	1	5	1	?a
?a  primaryTopic  ?b   => ?a  capital  ?b	0.2	0.014084507	1	1	71	1	?a
?b  primaryTopic  ?a   => ?a  capital  ?b	0.2	0.014084507	1	1	71	1	?a
?a  commonName  ?b   => ?a  capital  ?b	0.2	0.2	0.2	1	5	5	?a
?b  commonName  ?a   => ?a  capital  ?b	0.2	0.2	0.2	1	5	5	?a
?b  commands  ?a   => ?a  notableCommanders  ?b	1	0.166666667	1	1	6	1	?a
?a  patternRa  ?b   => ?a  patternLa  ?b	1	1	1	3	3	3	?b
?a  patternB  ?b   => ?a  patternLa  ?b	1	1	1	3	3	3	?b
?a  foundation  ?b   => ?a  locationCity  ?b	0.4	0.285714286	0.4	2	7	5	?a
?a  wimbledonresult  ?b   => ?a  australianopenresult  ?b	1	1	1	1	1	1	?a
?b  notableStudents  ?a   => ?a  academicAdvisor  ?b	1	0.666666667	1	2	3	2	?a
?a  academicAdvisors  ?b   => ?a  academicAdvisor  ?b	1	1	1	2	2	2	?a
?a  influencedBy  ?b   => ?a  academicAdvisor  ?b	0.5	0.025641026	1	1	39	1	?a
?a  managerclubs  ?b   => ?a  managerClub  ?b	0.875	0.777777778	1	7	9	7	?b
?a  nationalteam  ?b   => ?a  managerClub  ?b	0.125	0.0625	1	1	16	1	?b
?a  team  ?b   => ?a  managerClub  ?b	0.25	0.01183432	0.666666667	2	169	3	?b
?a  artist  ?b   => ?a  allWriting  ?b	1	0.083333333	1	1	12	1	?a
?a  writer  ?b   => ?a  story  ?b	1	0.111111111	1	2	18	2	?a
?a  author  ?b   => ?a  writer  ?b	0.277777778	0.098039216	1	5	51	5	?a
?a  story  ?b   => ?a  writer  ?b	0.111111111	1	1	2	2	2	?a
?a  producer  ?b   => ?a  writer  ?b	0.111111111	0.013986014	1	2	143	2	?a
?a  narrator  ?b   => ?a  writer  ?b	0.055555556	0.25	1	1	4	1	?a
?a  director  ?b   => ?a  writer  ?b	0.277777778	0.238095238	1	5	21	5	?a
?a  artist  ?b   => ?a  writer  ?b	0.111111111	0.166666667	1	2	12	2	?a
?b  hasVariant  ?a   => ?a  related  ?b	0.055555556	0.111111111	1	1	9	1	?a
?a  starring  ?b   => ?a  composer  ?b	0.333333333	0.005494505	1	1	182	1	?a
?b  related  ?a   => ?a  related  ?b	0.111111111	0.111111111	0.181818182	2	18	11	?a
?a  notableStudents  ?b   => ?a  notableStudent  ?b	1	0.333333333	1	1	3	1	?a
?a  influenced  ?b   => ?a  notableStudent  ?b	1	0.02	1	1	50	1	?a
?a  owner  ?b   => ?a  owningCompany  ?b	0.875	0.333333333	0.5	7	21	14	?b
?a  genre  ?b   => ?a  hypernym  ?b	0.005076142	0.142857143	0.25	1	7	4	?a
?a  occupation  ?b   => ?a  hypernym  ?b	0.030456853	0.2	0.230769231	6	30	26	?a
?a  state  ?b   => ?a  stateSenate  ?b	1	0.25	1	1	4	1	?a
?a  stateHouse  ?b   => ?a  stateSenate  ?b	1	1	1	1	1	1	?a
?b  notableStudents  ?a   => ?a  academicAdvisors  ?b	1	0.666666667	1	2	3	2	?a
?a  academicAdvisor  ?b   => ?a  academicAdvisors  ?b	1	1	1	2	2	2	?a
?a  influencedBy  ?b   => ?a  academicAdvisors  ?b	0.5	0.025641026	1	1	39	1	?a
?a  broadcastNetwork  ?b   => ?a  affiliates  ?b	1	1	1	2	2	2	?b
?b  name  ?a   => ?a  conventionalLongName  ?b	1	0.013333333	1	1	75	1	?a
?b  commonName  ?a   => ?a  conventionalLongName  ?b	1	0.2	1	1	5	1	?a
?b  conventionalLongName  ?a   => ?a  conventionalLongName  ?b	1	1	1	1	1	1	?a
?a  name  ?b   => ?a  conventionalLongName  ?b	1	0.013333333	1	1	75	1	?a
?a  commonName  ?b   => ?a  conventionalLongName  ?b	1	0.2	1	1	5	1	?a
?a  termEnd  ?b   => ?a  termStart  ?b	0.363636364	0.4	0.923076923	12	30	13	?b
?b  doctoralStudents  ?a   => ?a  doctoralAdvisor  ?b	0.142857143	1	1	1	1	1	?a
?b  doctoralStudent  ?a   => ?a  doctoralAdvisor  ?b	0.285714286	0.5	0.666666667	2	4	3	?a
?a  yearRecordHighC  ?b   => ?a  julRecordHighC  ?b	1	1	1	1	1	1	?a
?a  numSeasons  ?b   => ?a  numberOfSeasons  ?b	1	1	1	2	2	2	?a
?b  s  ?a   => ?a  n  ?b	0.5	0.166666667	1	1	6	1	?a
?a  voy  ?b   => ?a  n  ?b	0.5	0.5	1	1	2	1	?a
?a  s  ?b   => ?a  n  ?b	0.5	0.166666667	1	1	6	1	?a
?a  b  ?b   => ?a  n  ?b	0.5	0.5	1	1	2	1	?a
?a  q  ?b   => ?a  n  ?b	0.5	1	1	1	1	1	?a
?a  species  ?b   => ?a  n  ?b	0.5	0.5	1	1	2	1	?a
?a  v  ?b   => ?a  n  ?b	0.5	0.333333333	1	1	3	1	?a
?a  wikt  ?b   => ?a  n  ?b	0.5	1	1	1	1	1	?a
?a  years  ?b   => ?a  reign  ?b	0.666666667	0.042553191	0.666666667	2	47	3	?b
?a  recordLabel  ?b   => ?a  label  ?b	0.666666667	1	1	2	2	2	?b
?b  subsequentWork  ?a   => ?a  previousWork  ?b	1	0.5	1	1	2	1	?a
?b  followedBy  ?a   => ?a  previousWork  ?b	1	0.5	1	1	2	1	?a
?a  precededBy  ?b   => ?a  previousWork  ?b	1	0.5	1	1	2	1	?a
?a  restingPlace  ?b   => ?a  deathPlace  ?b	0.038461538	0.043478261	1	1	23	1	?b
?a  birthPlace  ?b   => ?a  deathPlace  ?b	0.153846154	0.048780488	0.137931034	4	82	29	?b
?a  s  ?b   => ?a  mw  ?b	1	0.166666667	1	1	6	1	?a
?a  b  ?b   => ?a  mw  ?b	1	0.5	1	1	2	1	?a
?a  voy  ?b   => ?a  mw  ?b	1	0.5	1	1	2	1	?a
?a  d  ?b   => ?a  mw  ?b	1	0.333333333	1	1	3	1	?a
?a  v  ?b   => ?a  mw  ?b	1	0.333333333	1	1	3	1	?a
?a  species  ?b   => ?a  mw  ?b	1	0.5	1	1	2	1	?a
?a  foundingDate  ?b   => ?a  founded  ?b	1	0.333333333	1	1	3	1	?a
?a  depiction  ?b   => ?a  logo  ?b	0.25	0.002985075	0.25	2	670	8	?a
?b  e  ?a   => ?a  nw  ?b	1	0.5	0.5	1	2	2	?a
?b  s  ?a   => ?a  nw  ?b	1	0.166666667	0.5	1	6	2	?a
?b  subdivision  ?a   => ?a  nw  ?b	1	0.5	0.5	1	2	2	?a
?a  s  ?b   => ?a  voy  ?b	1	0.333333333	1	2	6	2	?a
?a  wikt  ?b   => ?a  voy  ?b	0.5	1	1	1	1	1	?a
?a  species  ?b   => ?a  voy  ?b	1	1	1	2	2	2	?a
?a  n  ?b   => ?a  voy  ?b	0.5	0.5	1	1	2	1	?a
?a  v  ?b   => ?a  voy  ?b	1	0.666666667	1	2	3	2	?a
?a  mw  ?b   => ?a  voy  ?b	0.5	1	1	1	1	1	?a
?a  q  ?b   => ?a  voy  ?b	0.5	1	1	1	1	1	?a
?a  b  ?b   => ?a  voy  ?b	1	1	1	2	2	2	?a
?a  associatedActs  ?b   => ?a  associatedMusicalArtist  ?b	0.578947368	0.333333333	1	11	33	11	?a
?a  associatedBand  ?b   => ?a  associatedMusicalArtist  ?b	1	0.678571429	1	19	28	19	?a
?b  associatedActs  ?a   => ?a  associatedMusicalArtist  ?b	0.052631579	0.03030303	0.1	1	33	10	?a
?b  associatedMusicalArtist  ?a   => ?a  associatedMusicalArtist  ?b	0.105263158	0.105263158	0.153846154	2	19	13	?a
?b  associatedBand  ?a   => ?a  associatedMusicalArtist  ?b	0.105263158	0.071428571	0.153846154	2	28	13	?a
?a  s  ?b   => ?a  b  ?b	1	0.333333333	1	2	6	2	?a
?a  v  ?b   => ?a  b  ?b	1	0.666666667	1	2	3	2	?a
?a  species  ?b   => ?a  b  ?b	1	1	1	2	2	2	?a
?a  voy  ?b   => ?a  b  ?b	1	1	1	2	2	2	?a
?a  n  ?b   => ?a  b  ?b	0.5	0.5	1	1	2	1	?a
?a  q  ?b   => ?a  b  ?b	0.5	1	1	1	1	1	?a
?a  mw  ?b   => ?a  b  ?b	0.5	1	1	1	1	1	?a
?a  wikt  ?b   => ?a  b  ?b	0.5	1	1	1	1	1	?a
?a  d  ?b   => ?a  voy  ?b	0.5	0.333333333	0.5	1	3	2	?a
?a  d  ?b   => ?a  b  ?b	0.5	0.333333333	0.5	1	3	2	?a
?a  careerStart  ?b   => ?a  years  ?b	0.021276596	1	1	1	1	1	?b
?a  yearsActive  ?b   => ?a  years  ?b	0.021276596	0.1	1	1	10	1	?b
?a  reign  ?b   => ?a  years  ?b	0.042553191	0.666666667	0.666666667	2	3	3	?b
?a  careerEnd  ?b   => ?a  years  ?b	0.021276596	0.333333333	0.333333333	1	3	3	?b
?a  nationalyears  ?b   => ?a  years  ?b	0.021276596	0.090909091	0.166666667	1	11	6	?b
?a  activeYearsStartYear  ?b   => ?a  years  ?b	0.042553191	0.2	0.666666667	2	10	3	?b
?a  activeYearsEndYear  ?b   => ?a  years  ?b	0.021276596	0.090909091	0.333333333	1	11	3	?b
?b  cteam  ?a   => ?a  coach  ?b	1	1	1	1	1	1	?a
?a  affiliates  ?b   => ?a  broadcastNetwork  ?b	1	1	1	2	2	2	?b
?a  julRecordHighC  ?b   => ?a  yearRecordHighC  ?b	1	1	1	1	1	1	?a
?a  sepLowC  ?b   => ?a  aprHighC  ?b	0.5	1	1	1	1	1	?a
?a  musicComposer  ?b   => ?a  music  ?b	1	1	1	1	1	1	?a
?a  stateHouse  ?b   => ?a  state  ?b	0.25	1	1	1	1	1	?a
?a  stateSenate  ?b   => ?a  state  ?b	0.25	1	1	1	1	1	?a
?a  title  ?b   => ?a  succession  ?b	1	0.015151515	1	1	66	1	?a
?a  child  ?b   => ?a  succession  ?b	1	0.05	1	1	20	1	?a
?a  issue  ?b   => ?a  succession  ?b	1	0.142857143	1	1	7	1	?a
?a  names  ?b   => ?a  nick  ?b	1	1	1	2	2	2	?b
?a  salign  ?b   => ?a  align  ?b	0.181818182	0.666666667	0.666666667	2	3	3	?a
?a  float  ?b   => ?a  frameAlign  ?b	1	0.333333333	1	1	3	1	?a
?a  numberOfSeasons  ?b   => ?a  numSeasons  ?b	1	1	1	2	2	2	?a
?b  occupants  ?a   => ?a  birthPlace  ?b	0.012195122	1	1	1	1	1	?a
?a  hometown  ?b   => ?a  birthPlace  ?b	0.012195122	0.071428571	1	1	14	1	?a
?a  billed  ?b   => ?a  birthPlace  ?b	0.024390244	0.666666667	0.666666667	2	3	3	?a
?a  restingPlace  ?b   => ?a  birthPlace  ?b	0.012195122	0.043478261	0.125	1	23	8	?a
?a  deathPlace  ?b   => ?a  birthPlace  ?b	0.048780488	0.153846154	0.210526316	4	26	19	?a
?a  mw  ?b   => ?a  d  ?b	0.333333333	1	1	1	1	1	?a
?a  b  ?b   => ?a  d  ?b	0.333333333	0.5	0.5	1	2	2	?a
?a  s  ?b   => ?a  d  ?b	0.666666667	0.333333333	0.666666667	2	6	3	?a
?b  office  ?a   => ?a  nationalConvener  ?b	1	0.041666667	1	1	24	1	?a
?a  subsidiary  ?b   => ?a  rdf-schema#seeAlso  ?b	0.022222222	0.058823529	1	1	17	1	?b
?a  subsid  ?b   => ?a  rdf-schema#seeAlso  ?b	0.022222222	0.1	1	1	10	1	?b
?a  voy  ?b   => ?a  d  ?b	0.333333333	0.5	0.5	1	2	2	?a
?a  species  ?b   => ?a  d  ?b	0.333333333	0.5	0.5	1	2	2	?a
?b  primaryTopic  ?a   => ?a  rdf-schema#seeAlso  ?b	0.022222222	0.014084507	0.142857143	1	71	7	?b
?a  v  ?b   => ?a  d  ?b	0.333333333	0.333333333	0.5	1	3	2	?a
?b  rdf-schema#seeAlso  ?a   => ?a  rdf-schema#seeAlso  ?b	0.044444444	0.044444444	0.105263158	2	45	19	?b
?a  primaryTopic  ?b   => ?a  rdf-schema#seeAlso  ?b	0.022222222	0.014084507	0.142857143	1	71	7	?b
?a  candidate  ?b   => ?a  afterElection  ?b	0.578947368	0.55	1	11	20	11	?a
?a  firstLeader  ?b   => ?a  afterElection  ?b	0.105263158	0.5	1	2	4	2	?a
?a  leader  ?b   => ?a  afterElection  ?b	0.105263158	0.086956522	1	2	23	2	?a
?b  academicAdvisor  ?a   => ?a  notableStudents  ?b	0.666666667	1	1	2	2	2	?b
?a  notableStudent  ?b   => ?a  notableStudents  ?b	0.333333333	1	1	1	1	1	?b
?b  academicAdvisors  ?a   => ?a  notableStudents  ?b	0.666666667	1	1	2	2	2	?b
?b  influencedBy  ?a   => ?a  notableStudents  ?b	0.333333333	0.025641026	1	1	39	1	?b
?a  beforeElection  ?b   => ?a  afterElection  ?b	0.578947368	0.523809524	0.846153846	11	21	13	?a
?a  europeanPlaceQ  ?b   => ?a  worldPlaceF  ?b	0.047619048	0.25	1	1	4	1	?a
?a  depiction  ?b   => ?a  signature  ?b	1	0.001492537	0.142857143	1	670	7	?a
?a  extra  ?b   => ?a  chronology  ?b	0.055555556	0.014285714	1	1	70	1	?a
?a  producer  ?b   => ?a  chronology  ?b	0.111111111	0.013986014	1	2	143	2	?a
?a  depiction  ?b   => ?a  imageShield  ?b	1	0.001492537	0.125	1	670	8	?a
?b  partner  ?a   => ?a  partner  ?b	0.5	0.5	1	2	4	2	?a
?b  domesticpartner  ?a   => ?a  partner  ?b	0.25	1	1	1	1	1	?a
?a  hideTvSeason  ?b   => ?a  hideRank  ?b	1	1	1	1	1	1	?a
?a  hide1849Rank  ?b   => ?a  hideRank  ?b	1	1	1	1	1	1	?a
?b  owl#differentFrom  ?a   => ?a  owl#differentFrom  ?b	0.153846154	0.153846154	1	4	26	4	?a
?b  doctoralAdvisor  ?a   => ?a  doctoralStudent  ?b	0.5	0.285714286	0.666666667	2	7	3	?b
?a  homepage  ?b   => ?a  url  ?b	0.4	0.222222222	1	2	9	2	?b
?a  start  ?b   => ?a  releaseDate  ?b	0.5	0.25	0.25	1	4	4	?a
?a  writer  ?b   => ?a  narrator  ?b	0.25	0.055555556	1	1	18	1	?a
?a  currentclub  ?b   => ?a  team  ?b	0.017751479	1	1	3	3	3	?a
?a  managerclubs  ?b   => ?a  team  ?b	0.00591716	0.111111111	0.142857143	1	9	7	?a
?a  managerClub  ?b   => ?a  team  ?b	0.01183432	0.25	0.285714286	2	8	7	?a
?a  draftTeam  ?b   => ?a  team  ?b	0.01183432	0.666666667	0.666666667	2	3	3	?a
?a  clubs  ?b   => ?a  team  ?b	0.100591716	0.894736842	0.894736842	17	19	19	?a
?a  nationalteam  ?b   => ?a  team  ?b	0.071005917	0.75	0.75	12	16	16	?a
?a  leader  ?b   => ?a  beforeElection  ?b	0.19047619	0.173913043	1	4	23	4	?a
?a  afterElection  ?b   => ?a  beforeElection  ?b	0.523809524	0.578947368	1	11	19	11	?a
?a  secondLeader  ?b   => ?a  beforeElection  ?b	0.142857143	0.5	1	3	6	3	?a
?a  firstLeader  ?b   => ?a  beforeElection  ?b	0.047619048	0.25	1	1	4	1	?a
?a  candidate  ?b   => ?a  beforeElection  ?b	0.333333333	0.35	1	7	20	7	?a
?a  leader  ?b   => ?a  secondLeader  ?b	1	0.260869565	1	6	23	6	?a
?a  beforeElection  ?b   => ?a  secondLeader  ?b	0.5	0.142857143	1	3	21	3	?a
?a  careerPrizeMoney  ?b   => ?a  careerprizemoney  ?b	1	1	1	1	1	1	?a
?a  vehiclesInFleet  ?b   => ?a  fleet  ?b	1	1	1	1	1	1	?a
?a  imdbId  ?b   => ?a  id  ?b	0.2	0.25	1	1	4	1	?b
?a  title  ?b   => ?a  commands  ?b	0.166666667	0.015151515	1	1	66	1	?b
?b  notableCommanders  ?a   => ?a  commands  ?b	0.166666667	1	1	1	1	1	?b
?b  preceded  ?a   => ?a  successor  ?b	0.011494253	1	1	1	1	1	?a
?a  lieutenant  ?b   => ?a  successor  ?b	0.011494253	0.333333333	1	1	3	1	?a
?b  before  ?a   => ?a  successor  ?b	0.045977011	0.285714286	0.363636364	4	14	11	?a
?a  1namedata  ?b   => ?a  successor  ?b	0.034482759	0.078947368	0.428571429	3	38	7	?a
?b  1namedata  ?a   => ?a  successor  ?b	0.057471264	0.131578947	0.142857143	5	38	35	?a
?a  predecessor  ?b   => ?a  successor  ?b	0.103448276	0.091836735	0.272727273	9	98	33	?a
?a  after  ?b   => ?a  successor  ?b	0.126436782	0.392857143	0.6875	11	28	16	?a
?b  predecessor  ?a   => ?a  successor  ?b	0.459770115	0.408163265	0.476190476	40	98	84	?a
?a  associatedActs  ?b   => ?a  associatedBand  ?b	0.714285714	0.606060606	1	20	33	20	?a
?a  associatedMusicalArtist  ?b   => ?a  associatedBand  ?b	0.678571429	1	1	19	19	19	?a
?b  associatedActs  ?a   => ?a  associatedBand  ?b	0.035714286	0.03030303	0.1	1	33	10	?a
?b  associatedMusicalArtist  ?a   => ?a  associatedBand  ?b	0.071428571	0.105263158	0.153846154	2	19	13	?a
?b  associatedBand  ?a   => ?a  associatedBand  ?b	0.071428571	0.071428571	0.153846154	2	28	13	?a
?a  completionDate  ?b   => ?a  lastAired  ?b	0.5	1	1	1	1	1	?a
?a  product  ?b   => ?a  products  ?b	0.166666667	0.125	1	1	8	1	?b
?a  end  ?b   => ?a  lastAired  ?b	0.5	0.090909091	0.25	1	11	4	?a
?b  wikisource  ?a   => ?a  title  ?b	0.015151515	1	1	1	1	1	?b
?a  succession  ?b   => ?a  title  ?b	0.015151515	1	1	1	1	1	?b
?a  commands  ?b   => ?a  title  ?b	0.015151515	0.166666667	1	1	6	1	?b
?a  hypernym  ?b   => ?a  title  ?b	0.015151515	0.005076142	1	1	197	1	?b
?a  wikisource  ?b   => ?a  title  ?b	0.015151515	1	1	1	1	1	?b
?a  altstyle  ?b   => ?a  title  ?b	0.015151515	1	1	1	1	1	?b
?a  issue  ?b   => ?a  title  ?b	0.015151515	0.142857143	1	1	7	1	?b
?a  office  ?b   => ?a  title  ?b	0.136363636	0.375	1	9	24	9	?b
?a  awards  ?b   => ?a  title  ?b	0.015151515	0.25	1	1	4	1	?b
?b  primaryTopic  ?a   => ?a  title  ?b	0.015151515	0.014084507	0.25	1	71	4	?b
?a  child  ?b   => ?a  title  ?b	0.015151515	0.05	0.5	1	20	2	?b
?a  primaryTopic  ?b   => ?a  title  ?b	0.015151515	0.014084507	0.25	1	71	4	?b
?b  title  ?a   => ?a  title  ?b	0.015151515	0.015151515	0.333333333	1	66	3	?b
?a  isPrimaryTopicOf  ?b   => ?a  title  ?b	0.015151515	0.015151515	0.25	1	66	4	?b
?b  isPrimaryTopicOf  ?a   => ?a  title  ?b	0.015151515	0.015151515	0.25	1	66	4	?b
?a  lastAired  ?b   => ?a  originalairdate  ?b	0.076923077	0.5	1	1	2	1	?b
?a  symbol  ?b   => ?a  yahoo  ?b	1	1	1	1	1	1	?a
?a  google  ?b   => ?a  yahoo  ?b	1	1	1	1	1	1	?a
?a  stockrow  ?b   => ?a  yahoo  ?b	1	1	1	1	1	1	?a
?b  parent  ?a   => ?a  product  ?b	0.125	0.055555556	1	1	18	1	?b
?a  products  ?b   => ?a  product  ?b	0.125	0.166666667	1	1	6	1	?b
?b  parentCompany  ?a   => ?a  product  ?b	0.125	0.045454545	1	1	22	1	?b
?a  subsidiary  ?b   => ?a  product  ?b	0.125	0.058823529	1	1	17	1	?b
?a  music  ?b   => ?a  musicComposer  ?b	1	1	1	1	1	1	?a
?b  associatedBand  ?a   => ?a  associatedActs  ?b	0.03030303	0.035714286	1	1	28	1	?a
?a  associatedMusicalArtist  ?b   => ?a  associatedActs  ?b	0.333333333	0.578947368	1	11	19	11	?a
?a  associatedBand  ?b   => ?a  associatedActs  ?b	0.606060606	0.714285714	1	20	28	20	?a
?b  associatedMusicalArtist  ?a   => ?a  associatedActs  ?b	0.03030303	0.052631579	1	1	19	1	?a
?a  leader  ?b   => ?a  firstLeader  ?b	1	0.173913043	1	4	23	4	?a
?a  afterElection  ?b   => ?a  firstLeader  ?b	0.5	0.105263158	1	2	19	2	?a
?b  parents  ?a   => ?a  children  ?b	0.032258065	0.25	1	1	4	1	?b
?b  relative  ?a   => ?a  children  ?b	0.032258065	0.03125	1	1	32	1	?b
?b  relations  ?a   => ?a  children  ?b	0.032258065	0.25	1	1	4	1	?b
?a  child  ?b   => ?a  children  ?b	0.322580645	0.5	1	10	20	10	?b
?b  parent  ?a   => ?a  children  ?b	0.193548387	0.333333333	1	6	18	6	?b
?b  relation  ?a   => ?a  children  ?b	0.032258065	0.142857143	1	1	7	1	?b
?a  beforeElection  ?b   => ?a  firstLeader  ?b	0.25	0.047619048	0.333333333	1	21	3	?a
?a  name  ?b   => ?a  currentMember  ?b	0.075	0.04	1	3	75	3	?a
?a  licence  ?b   => ?a  licenceNumber  ?b	1	1	1	1	1	1	?a
?a  voice  ?b   => ?a  portrayer  ?b	0.090909091	0.25	1	1	4	1	?a
?b  partner  ?a   => ?a  domesticpartner  ?b	1	0.25	1	1	4	1	?a
?a  restingplace  ?b   => ?a  restingPlace  ?b	0.043478261	1	1	1	1	1	?a
?a  deathPlace  ?b   => ?a  restingPlace  ?b	0.043478261	0.038461538	0.142857143	1	26	7	?a
?a  birthPlace  ?b   => ?a  restingPlace  ?b	0.043478261	0.012195122	0.125	1	82	8	?a
?a  engine  ?b   => ?a  chassis  ?b	1	0.055555556	1	1	18	1	?a
?b  publicwhip  ?a   => ?a  publicwhip  ?b	1	1	1	1	1	1	?a
?b  primaryTopic  ?a   => ?a  publicwhip  ?b	1	0.014084507	1	1	71	1	?a
?b  isPrimaryTopicOf  ?a   => ?a  publicwhip  ?b	1	0.015151515	1	1	66	1	?a
?a  isPrimaryTopicOf  ?b   => ?a  publicwhip  ?b	1	0.015151515	1	1	66	1	?a
?a  primaryTopic  ?b   => ?a  publicwhip  ?b	1	0.014084507	1	1	71	1	?a
?a  australianopenresult  ?b   => ?a  wimbledonresult  ?b	1	1	1	1	1	1	?a
?b  governor  ?a   => ?a  1namedata  ?b	0.078947368	0.083333333	1	3	36	3	?a
?a  4namedata  ?b   => ?a  1namedata  ?b	0.026315789	1	1	1	1	1	?a
?b  successor  ?a   => ?a  1namedata  ?b	0.131578947	0.057471264	0.454545455	5	87	11	?a
?b  predecessor  ?a   => ?a  1namedata  ?b	0.078947368	0.030612245	0.375	3	98	8	?a
?a  predecessor  ?b   => ?a  1namedata  ?b	0.105263158	0.040816327	0.8	4	98	5	?a
?a  chronology  ?b   => ?a  extra  ?b	0.014285714	0.055555556	1	1	18	1	?a
